epoch_id,count,duration_ms,timestamp
35,20,92.3058,2025-11-30T16:30:58.037341+00:00
36,21,77.1370,2025-11-30T16:30:58.212187+00:00
37,18,119.5675,2025-11-30T16:30:58.441483+00:00
38,23,171.6072,2025-11-30T16:30:58.755508+00:00
39,33,114.3015,2025-11-30T16:30:58.985529+00:00
40,21,110.4630,2025-11-30T16:30:59.194376+00:00
41,25,138.5118,2025-11-30T16:30:59.572405+00:00
42,34,104.1076,2025-11-30T16:30:59.776132+00:00
43,22,142.5226,2025-11-30T16:31:00.076031+00:00
44,29,96.2594,2025-11-30T16:31:00.269360+00:00
45,19,96.7821,2025-11-30T16:31:00.476117+00:00
46,21,84.4769,2025-11-30T16:31:00.652561+00:00
47,17,134.7418,2025-11-30T16:31:00.903611+00:00
48,25,98.5033,2025-11-30T16:31:01.094541+00:00
49,23,128.8237,2025-11-30T16:31:01.415051+00:00
50,31,81.2028,2025-11-30T16:31:01.621980+00:00
51,19,114.7100,2025-11-30T16:31:01.842495+00:00
52,23,66.0181,2025-11-30T16:31:02.036439+00:00
53,17,75.2395,2025-11-30T16:31:02.200350+00:00
54,18,168.3721,2025-11-30T16:31:02.478948+00:00
55,30,68.5612,2025-11-30T16:31:02.698945+00:00
56,19,82.8902,2025-11-30T16:31:02.880163+00:00
57,17,89.9661,2025-11-30T16:31:03.062274+00:00
58,19,115.4522,2025-11-30T16:31:03.327390+00:00
59,26,87.1544,2025-11-30T16:31:03.493027+00:00
60,20,151.3053,2025-11-30T16:31:03.806093+00:00
61,30,103.7736,2025-11-30T16:31:04.058529+00:00
62,24,88.2058,2025-11-30T16:31:04.251254+00:00
63,19,132.6427,2025-11-30T16:31:04.499315+00:00
64,25,101.8747,2025-11-30T16:31:04.708987+00:00
65,22,124.9709,2025-11-30T16:31:04.995338+00:00
66,30,77.9012,2025-11-30T16:31:05.207494+00:00
67,18,52.4595,2025-11-30T16:31:05.347460+00:00
68,15,92.6815,2025-11-30T16:31:05.537480+00:00
69,19,87.6243,2025-11-30T16:31:05.734453+00:00
70,18,74.3582,2025-11-30T16:31:05.877840+00:00
71,14,77.4843,2025-11-30T16:31:06.035768+00:00
72,17,154.3644,2025-11-30T16:31:06.288178+00:00
73,27,78.9866,2025-11-30T16:31:06.484365+00:00
74,20,77.0390,2025-11-30T16:31:06.666644+00:00
75,16,79.5397,2025-11-30T16:31:06.821602+00:00
76,17,90.9165,2025-11-30T16:31:07.073098+00:00
77,23,63.6178,2025-11-30T16:31:07.234338+00:00
78,16,87.2282,2025-11-30T16:31:07.393417+00:00
79,19,103.3397,2025-11-30T16:31:07.653079+00:00
80,24,68.9341,2025-11-30T16:31:07.858941+00:00
81,20,77.2407,2025-11-30T16:31:08.046473+00:00
82,19,68.7054,2025-11-30T16:31:08.188638+00:00
83,15,69.3803,2025-11-30T16:31:08.352101+00:00
84,17,55.4797,2025-11-30T16:31:08.493891+00:00
85,13,118.5641,2025-11-30T16:31:08.704755+00:00
86,24,102.7009,2025-11-30T16:31:08.990917+00:00
87,26,49.2102,2025-11-30T16:31:09.134803+00:00
88,14,60.6659,2025-11-30T16:31:09.264929+00:00
89,12,99.1250,2025-11-30T16:31:09.432308+00:00
90,18,54.7269,2025-11-30T16:31:09.589587+00:00
91,15,69.0580,2025-11-30T16:31:09.739821+00:00
92,17,138.3193,2025-11-30T16:31:09.987343+00:00
93,28,118.5483,2025-11-30T16:31:10.347155+00:00
94,30,93.0350,2025-11-30T16:31:10.506110+00:00
95,17,103.4787,2025-11-30T16:31:10.718472+00:00
96,22,57.7969,2025-11-30T16:31:10.869015+00:00
97,14,53.9606,2025-11-30T16:31:10.995367+00:00
98,12,59.6417,2025-11-30T16:31:11.128490+00:00
99,13,130.0374,2025-11-30T16:31:11.394113+00:00
100,29,50.2872,2025-11-30T16:31:11.533049+00:00
101,12,51.1048,2025-11-30T16:31:11.665955+00:00
102,13,96.2193,2025-11-30T16:31:11.846336+00:00
103,23,69.9094,2025-11-30T16:31:12.041331+00:00
104,16,65.8572,2025-11-30T16:31:12.188420+00:00
105,14,58.3375,2025-11-30T16:31:12.327533+00:00
106,13,165.3025,2025-11-30T16:31:12.597576+00:00
107,32,65.2468,2025-11-30T16:31:12.842412+00:00
108,20,72.6046,2025-11-30T16:31:13.007592+00:00
109,18,82.3059,2025-11-30T16:31:13.184461+00:00
110,16,46.7027,2025-11-30T16:31:13.294165+00:00
111,11,59.5327,2025-11-30T16:31:13.419046+00:00
112,13,53.9581,2025-11-30T16:31:13.556278+00:00
113,14,71.1057,2025-11-30T16:31:13.710095+00:00
114,14,73.7441,2025-11-30T16:31:13.877537+00:00
115,19,155.9362,2025-11-30T16:31:14.120503+00:00
116,25,55.6683,2025-11-30T16:31:14.272812+00:00
117,14,51.0403,2025-11-30T16:31:14.391990+00:00
118,12,59.0421,2025-11-30T16:31:14.553085+00:00
119,16,71.1509,2025-11-30T16:31:14.731117+00:00
120,18,65.2550,2025-11-30T16:31:14.896225+00:00
121,16,97.8253,2025-11-30T16:31:15.093500+00:00
122,22,88.3266,2025-11-30T16:31:15.287418+00:00
123,18,160.7785,2025-11-30T16:31:15.555799+00:00
124,27,49.8609,2025-11-30T16:31:15.695044+00:00
125,12,76.8070,2025-11-30T16:31:15.851668+00:00
126,17,64.1246,2025-11-30T16:31:15.998266+00:00
127,14,102.1940,2025-11-30T16:31:16.190327+00:00
128,21,114.7720,2025-11-30T16:31:16.435190+00:00
129,23,87.0464,2025-11-30T16:31:16.599745+00:00
130,16,84.4355,2025-11-30T16:31:16.754444+00:00
131,16,54.2870,2025-11-30T16:31:16.878523+00:00
132,13,58.3465,2025-11-30T16:31:17.014969+00:00
133,12,42.7011,2025-11-30T16:31:17.124002+00:00
134,11,50.0265,2025-11-30T16:31:17.236113+00:00
135,11,99.1159,2025-11-30T16:31:17.406408+00:00
136,19,126.6827,2025-11-30T16:31:17.650542+00:00
137,23,60.7802,2025-11-30T16:31:17.789144+00:00
138,16,103.0821,2025-11-30T16:31:18.012659+00:00
139,24,85.8031,2025-11-30T16:31:18.249457+00:00
140,20,97.3743,2025-11-30T16:31:18.426342+00:00
141,22,62.6183,2025-11-30T16:31:18.613609+00:00
142,14,104.6971,2025-11-30T16:31:18.777114+00:00
143,19,50.8218,2025-11-30T16:31:18.935143+00:00
144,14,58.3645,2025-11-30T16:31:19.071659+00:00
145,12,90.3577,2025-11-30T16:31:19.228800+00:00
146,17,53.9018,2025-11-30T16:31:19.356098+00:00
147,13,71.0268,2025-11-30T16:31:19.508407+00:00
148,16,67.2694,2025-11-30T16:31:19.663190+00:00
149,16,67.4125,2025-11-30T16:31:19.838346+00:00
150,16,78.0413,2025-11-30T16:31:19.975870+00:00
151,17,100.0721,2025-11-30T16:31:20.193838+00:00
152,18,50.1930,2025-11-30T16:31:20.317081+00:00
153,13,82.4155,2025-11-30T16:31:20.472687+00:00
154,20,79.5363,2025-11-30T16:31:20.672111+00:00
155,15,117.7459,2025-11-30T16:31:20.905411+00:00
156,23,52.5324,2025-11-30T16:31:21.022686+00:00
157,12,119.5052,2025-11-30T16:31:21.222783+00:00
158,21,86.6370,2025-11-30T16:31:21.407311+00:00
159,18,62.1743,2025-11-30T16:31:21.559588+00:00
160,17,45.2249,2025-11-30T16:31:21.703227+00:00
161,12,82.9172,2025-11-30T16:31:21.852997+00:00
162,15,62.9144,2025-11-30T16:31:21.981967+00:00
163,14,55.8201,2025-11-30T16:31:22.126718+00:00
164,14,72.2461,2025-11-30T16:31:22.267811+00:00
165,15,126.6830,2025-11-30T16:31:22.498352+00:00
166,23,74.3310,2025-11-30T16:31:22.676679+00:00
167,18,68.6015,2025-11-30T16:31:22.846199+00:00
168,16,69.8335,2025-11-30T16:31:22.998697+00:00
169,16,44.9599,2025-11-30T16:31:23.133055+00:00
170,12,103.1896,2025-11-30T16:31:23.308132+00:00
171,18,50.9753,2025-11-30T16:31:23.445009+00:00
172,13,107.2549,2025-11-30T16:31:23.616524+00:00
173,20,100.6571,2025-11-30T16:31:23.826917+00:00
174,19,58.6492,2025-11-30T16:31:23.955804+00:00
175,13,79.6984,2025-11-30T16:31:24.135496+00:00
176,20,89.0395,2025-11-30T16:31:24.371881+00:00
177,21,37.1835,2025-11-30T16:31:24.463580+00:00
178,9,141.7150,2025-11-30T16:31:24.671700+00:00
179,23,83.3242,2025-11-30T16:31:24.863042+00:00
180,21,44.5557,2025-11-30T16:31:25.044887+00:00
181,14,42.3879,2025-11-30T16:31:25.155287+00:00
182,11,55.6680,2025-11-30T16:31:25.271339+00:00
183,12,42.0324,2025-11-30T16:31:25.393831+00:00
184,12,45.4470,2025-11-30T16:31:25.504770+00:00
185,13,73.1703,2025-11-30T16:31:25.673161+00:00
186,15,38.0000,2025-11-30T16:31:25.774989+00:00
187,11,122.6519,2025-11-30T16:31:25.971807+00:00
188,23,120.8723,2025-11-30T16:31:26.306789+00:00
189,29,75.2448,2025-11-30T16:31:26.446288+00:00
190,14,44.5441,2025-11-30T16:31:26.555406+00:00
191,12,88.0519,2025-11-30T16:31:26.710696+00:00
192,17,54.3670,2025-11-30T16:31:26.899528+00:00
193,17,45.1282,2025-11-30T16:31:27.002914+00:00
194,10,70.1332,2025-11-30T16:31:27.131267+00:00
195,14,50.0162,2025-11-30T16:31:27.277837+00:00
196,13,62.2280,2025-11-30T16:31:27.411521+00:00
197,16,57.9788,2025-11-30T16:31:27.603522+00:00
198,19,52.9566,2025-11-30T16:31:27.745860+00:00
199,13,51.6942,2025-11-30T16:31:27.875588+00:00
200,14,64.2832,2025-11-30T16:31:28.035615+00:00
201,15,43.2412,2025-11-30T16:31:28.162731+00:00
202,13,39.2304,2025-11-30T16:31:28.282321+00:00
203,11,61.7956,2025-11-30T16:31:28.403496+00:00
204,12,62.1753,2025-11-30T16:31:28.531036+00:00
205,15,121.9747,2025-11-30T16:31:28.780539+00:00
206,24,81.4896,2025-11-30T16:31:28.974335+00:00
207,18,66.5601,2025-11-30T16:31:29.099608+00:00
208,15,40.7814,2025-11-30T16:31:29.231671+00:00
209,11,128.5172,2025-11-30T16:31:29.431271+00:00
210,21,69.0710,2025-11-30T16:31:29.621804+00:00
211,18,35.9559,2025-11-30T16:31:29.732223+00:00
212,11,100.3098,2025-11-30T16:31:29.901464+00:00
213,18,51.5837,2025-11-30T16:31:30.054823+00:00
214,14,34.7985,2025-11-30T16:31:30.150900+00:00
215,9,91.6199,2025-11-30T16:31:30.300271+00:00
216,16,44.9948,2025-11-30T16:31:30.421281+00:00
217,12,49.4442,2025-11-30T16:31:30.536944+00:00
218,14,51.9183,2025-11-30T16:31:30.681819+00:00
219,12,51.3521,2025-11-30T16:31:30.795767+00:00
220,13,74.7201,2025-11-30T16:31:30.970776+00:00
221,18,89.7606,2025-11-30T16:31:31.169261+00:00
222,22,83.4234,2025-11-30T16:31:31.356986+00:00
223,16,102.8774,2025-11-30T16:31:31.601910+00:00
224,24,48.0881,2025-11-30T16:31:31.724070+00:00
225,11,46.4976,2025-11-30T16:31:31.834519+00:00
226,13,39.4917,2025-11-30T16:31:31.951362+00:00
227,10,75.2800,2025-11-30T16:31:32.104860+00:00
228,16,53.5715,2025-11-30T16:31:32.225353+00:00
229,11,80.8689,2025-11-30T16:31:32.399678+00:00
230,19,67.8443,2025-11-30T16:31:32.554646+00:00
231,14,42.5585,2025-11-30T16:31:32.661387+00:00
232,11,40.6823,2025-11-30T16:31:32.760981+00:00
233,9,58.3584,2025-11-30T16:31:32.876122+00:00
234,12,90.0260,2025-11-30T16:31:33.033010+00:00
235,19,68.1454,2025-11-30T16:31:33.245721+00:00
236,19,50.2993,2025-11-30T16:31:33.362746+00:00
237,11,70.9296,2025-11-30T16:31:33.501007+00:00
238,16,119.5182,2025-11-30T16:31:33.738213+00:00
239,22,72.0598,2025-11-30T16:31:33.892265+00:00
240,17,42.8756,2025-11-30T16:31:34.015876+00:00
241,11,41.6447,2025-11-30T16:31:34.132831+00:00
242,11,77.2774,2025-11-30T16:31:34.276994+00:00
243,15,48.9992,2025-11-30T16:31:34.394398+00:00
244,12,58.3029,2025-11-30T16:31:34.555700+00:00
245,16,71.6468,2025-11-30T16:31:34.719614+00:00
246,17,56.5989,2025-11-30T16:31:34.917100+00:00
247,18,88.2717,2025-11-30T16:31:35.072447+00:00
248,18,65.0241,2025-11-30T16:31:35.236181+00:00
249,16,55.1437,2025-11-30T16:31:35.397307+00:00
250,16,60.1676,2025-11-30T16:31:35.546602+00:00
251,15,59.6526,2025-11-30T16:31:35.692034+00:00
252,13,45.4963,2025-11-30T16:31:35.797940+00:00
253,11,44.2865,2025-11-30T16:31:35.932943+00:00
254,13,122.3459,2025-11-30T16:31:36.157358+00:00
255,24,115.7269,2025-11-30T16:31:36.381459+00:00
256,23,51.1789,2025-11-30T16:31:36.527303+00:00
257,12,106.3611,2025-11-30T16:31:36.694138+00:00
258,19,83.7165,2025-11-30T16:31:36.873056+00:00
259,16,38.6278,2025-11-30T16:31:36.972611+00:00
260,10,51.4616,2025-11-30T16:31:37.091704+00:00
261,12,41.3001,2025-11-30T16:31:37.195715+00:00
262,12,87.2366,2025-11-30T16:31:37.381086+00:00
263,18,53.8208,2025-11-30T16:31:37.516091+00:00
264,12,51.0685,2025-11-30T16:31:37.635782+00:00
265,13,55.9822,2025-11-30T16:31:37.785366+00:00
266,15,46.7655,2025-11-30T16:31:37.900981+00:00
267,11,43.6574,2025-11-30T16:31:38.001929+00:00
268,10,43.7433,2025-11-30T16:31:38.106268+00:00
269,12,63.0906,2025-11-30T16:31:38.256792+00:00
270,13,46.6157,2025-11-30T16:31:38.372850+00:00
271,12,40.5701,2025-11-30T16:31:38.471742+00:00
272,11,83.6302,2025-11-30T16:31:38.654073+00:00
273,17,45.3392,2025-11-30T16:31:38.772432+00:00
274,12,41.3091,2025-11-30T16:31:38.873975+00:00
275,10,61.6124,2025-11-30T16:31:38.996043+00:00
276,14,39.6094,2025-11-30T16:31:39.124280+00:00
277,11,45.6459,2025-11-30T16:31:39.233100+00:00
278,11,46.2600,2025-11-30T16:31:39.341633+00:00
279,11,67.9353,2025-11-30T16:31:39.475878+00:00
280,14,72.0314,2025-11-30T16:31:39.648107+00:00
281,17,104.1037,2025-11-30T16:31:39.858278+00:00
282,22,47.1478,2025-11-30T16:31:39.981379+00:00
283,11,45.4555,2025-11-30T16:31:40.092326+00:00
284,12,39.9572,2025-11-30T16:31:40.231285+00:00
285,12,57.4315,2025-11-30T16:31:40.373587+00:00
286,15,45.2368,2025-11-30T16:31:40.488697+00:00
287,11,67.7720,2025-11-30T16:31:40.628548+00:00
288,17,41.0642,2025-11-30T16:31:40.752770+00:00
289,10,51.7844,2025-11-30T16:31:40.860051+00:00
290,10,84.8299,2025-11-30T16:31:41.031054+00:00
291,19,48.9174,2025-11-30T16:31:41.192469+00:00
292,15,69.1516,2025-11-30T16:31:41.343497+00:00
293,15,35.8778,2025-11-30T16:31:41.441987+00:00
294,10,63.3340,2025-11-30T16:31:41.574514+00:00
295,13,53.1396,2025-11-30T16:31:41.694317+00:00
296,13,40.5946,2025-11-30T16:31:41.813495+00:00
297,11,83.0822,2025-11-30T16:31:41.961977+00:00
298,17,73.2012,2025-11-30T16:31:42.139938+00:00
299,16,52.3318,2025-11-30T16:31:42.306161+00:00
300,17,52.6243,2025-11-30T16:31:42.429065+00:00
301,11,43.6448,2025-11-30T16:31:42.534261+00:00
302,11,41.1047,2025-11-30T16:31:42.641040+00:00
303,10,72.4432,2025-11-30T16:31:42.768848+00:00
304,14,39.4420,2025-11-30T16:31:42.873494+00:00
305,11,42.4945,2025-11-30T16:31:42.992280+00:00
306,11,51.3665,2025-11-30T16:31:43.102221+00:00
307,11,56.6595,2025-11-30T16:31:43.219544+00:00
308,12,72.8231,2025-11-30T16:31:43.355923+00:00
309,13,41.5711,2025-11-30T16:31:43.451008+00:00
310,11,122.6141,2025-11-30T16:31:43.682015+00:00
311,23,72.6548,2025-11-30T16:31:43.826911+00:00
312,13,43.6635,2025-11-30T16:31:43.930764+00:00
313,11,70.6771,2025-11-30T16:31:44.059256+00:00
314,14,66.6964,2025-11-30T16:31:44.217268+00:00
315,16,93.1037,2025-11-30T16:31:44.388662+00:00
316,17,57.2894,2025-11-30T16:31:44.544881+00:00
317,15,152.7773,2025-11-30T16:31:44.824346+00:00
318,32,60.6093,2025-11-30T16:31:45.101931+00:00
319,24,61.8427,2025-11-30T16:31:45.237749+00:00
320,16,50.7676,2025-11-30T16:31:45.400938+00:00
321,13,42.5061,2025-11-30T16:31:45.504528+00:00
322,10,76.4240,2025-11-30T16:31:45.632667+00:00
323,17,55.8326,2025-11-30T16:31:45.805043+00:00
324,15,38.5677,2025-11-30T16:31:45.945128+00:00
325,13,108.5746,2025-11-30T16:31:46.123500+00:00
326,21,52.3742,2025-11-30T16:31:46.333928+00:00
327,18,47.5720,2025-11-30T16:31:46.468332+00:00
328,15,47.0544,2025-11-30T16:31:46.642105+00:00
329,15,35.3069,2025-11-30T16:31:46.741315+00:00
330,10,51.9410,2025-11-30T16:31:46.856033+00:00
331,12,73.8526,2025-11-30T16:31:47.016799+00:00
332,16,49.3549,2025-11-30T16:31:47.131282+00:00
333,12,147.8429,2025-11-30T16:31:47.367110+00:00
334,25,87.4021,2025-11-30T16:31:47.556324+00:00
335,18,61.8422,2025-11-30T16:31:47.714292+00:00
336,15,70.6855,2025-11-30T16:31:47.876474+00:00
337,15,36.5929,2025-11-30T16:31:47.982010+00:00
338,11,46.6948,2025-11-30T16:31:48.093063+00:00
339,11,54.1643,2025-11-30T16:31:48.205341+00:00
340,12,51.1253,2025-11-30T16:31:48.332321+00:00
341,12,80.7787,2025-11-30T16:31:48.485965+00:00
342,17,102.5464,2025-11-30T16:31:48.682363+00:00
343,21,68.3429,2025-11-30T16:31:48.861702+00:00
344,16,50.4846,2025-11-30T16:31:48.989943+00:00
345,12,42.5316,2025-11-30T16:31:49.101186+00:00
346,10,43.9472,2025-11-30T16:31:49.201782+00:00
347,10,66.3824,2025-11-30T16:31:49.324681+00:00
348,13,41.6690,2025-11-30T16:31:49.422317+00:00
349,11,57.8978,2025-11-30T16:31:49.568178+00:00
350,13,40.1989,2025-11-30T16:31:49.672374+00:00
351,11,90.0583,2025-11-30T16:31:49.822711+00:00
352,22,91.7138,2025-11-30T16:31:50.125298+00:00
353,23,50.5026,2025-11-30T16:31:50.236002+00:00
354,12,42.3003,2025-11-30T16:31:50.352769+00:00
355,11,57.1187,2025-11-30T16:31:50.471729+00:00
356,12,43.5695,2025-11-30T16:31:50.592824+00:00
357,12,66.2848,2025-11-30T16:31:50.721561+00:00
358,14,60.1865,2025-11-30T16:31:50.854661+00:00
359,13,43.9643,2025-11-30T16:31:50.973335+00:00
360,11,50.1917,2025-11-30T16:31:51.082987+00:00
361,12,120.3991,2025-11-30T16:31:51.307181+00:00
362,21,43.9682,2025-11-30T16:31:51.412173+00:00
363,11,46.9372,2025-11-30T16:31:51.531067+00:00
364,11,35.6243,2025-11-30T16:31:51.623557+00:00
365,11,55.1030,2025-11-30T16:31:51.755434+00:00
366,12,39.6076,2025-11-30T16:31:51.861691+00:00
367,10,40.4564,2025-11-30T16:31:51.961517+00:00
368,10,70.1578,2025-11-30T16:31:52.094038+00:00
369,15,38.0590,2025-11-30T16:31:52.202884+00:00
370,10,53.6273,2025-11-30T16:31:52.311434+00:00
371,11,152.5345,2025-11-30T16:31:52.573699+00:00
372,28,62.7967,2025-11-30T16:31:52.732324+00:00
373,14,44.7935,2025-11-30T16:31:52.839547+00:00
374,11,42.1929,2025-11-30T16:31:52.941048+00:00
375,11,49.8135,2025-11-30T16:31:53.063799+00:00
376,12,75.9641,2025-11-30T16:31:53.211314+00:00
377,13,50.2582,2025-11-30T16:31:53.331402+00:00
378,13,44.5222,2025-11-30T16:31:53.442907+00:00
379,11,61.4507,2025-11-30T16:31:53.561822+00:00
380,12,55.1364,2025-11-30T16:31:53.679340+00:00
381,12,54.1467,2025-11-30T16:31:53.850858+00:00
382,17,42.3452,2025-11-30T16:31:53.961038+00:00
383,11,98.1991,2025-11-30T16:31:54.131776+00:00
384,21,76.5697,2025-11-30T16:31:54.329402+00:00
385,15,81.7352,2025-11-30T16:31:54.465921+00:00
386,15,49.9853,2025-11-30T16:31:54.590218+00:00
387,11,41.2923,2025-11-30T16:31:54.693670+00:00
388,11,62.5411,2025-11-30T16:31:54.814651+00:00
389,14,121.0980,2025-11-30T16:31:55.091872+00:00
390,26,51.2369,2025-11-30T16:31:55.205413+00:00
391,13,63.8528,2025-11-30T16:31:55.374377+00:00
392,15,36.3763,2025-11-30T16:31:55.473149+00:00
393,11,49.8567,2025-11-30T16:31:55.604376+00:00
394,13,74.3970,2025-11-30T16:31:55.760856+00:00
395,15,38.5436,2025-11-30T16:31:55.861348+00:00
396,9,56.4685,2025-11-30T16:31:55.970924+00:00
397,13,78.1063,2025-11-30T16:31:56.139380+00:00
398,21,198.6144,2025-11-30T16:31:56.563089+00:00
399,39,122.2196,2025-11-30T16:31:56.784560+00:00
400,20,40.9513,2025-11-30T16:31:56.881100+00:00
401,9,78.7373,2025-11-30T16:31:57.017981+00:00
402,15,80.0037,2025-11-30T16:31:57.184437+00:00
403,18,55.2397,2025-11-30T16:31:57.333433+00:00
404,14,73.8438,2025-11-30T16:31:57.505888+00:00
405,17,132.2069,2025-11-30T16:31:57.736374+00:00
406,26,117.9828,2025-11-30T16:31:58.034966+00:00
407,29,65.6865,2025-11-30T16:31:58.217654+00:00
408,16,49.8039,2025-11-30T16:31:58.343754+00:00
409,12,59.5529,2025-11-30T16:31:58.473443+00:00
410,14,54.7581,2025-11-30T16:31:58.656393+00:00
411,18,50.2459,2025-11-30T16:31:58.789075+00:00
412,12,63.9109,2025-11-30T16:31:58.905216+00:00
413,14,55.4555,2025-11-30T16:31:59.062073+00:00
414,13,52.4433,2025-11-30T16:31:59.170676+00:00
415,11,57.7707,2025-11-30T16:31:59.281212+00:00
416,13,48.3749,2025-11-30T16:31:59.393259+00:00
417,10,55.0746,2025-11-30T16:31:59.500731+00:00
418,11,39.3245,2025-11-30T16:31:59.602817+00:00
419,11,65.7552,2025-11-30T16:31:59.731549+00:00
420,12,51.3293,2025-11-30T16:31:59.868776+00:00
421,14,73.7371,2025-11-30T16:32:00.021639+00:00
422,18,95.4244,2025-11-30T16:32:00.266151+00:00
423,23,52.5593,2025-11-30T16:32:00.402943+00:00
424,12,47.6346,2025-11-30T16:32:00.510924+00:00
425,11,41.9878,2025-11-30T16:32:00.611627+00:00
426,10,78.8277,2025-11-30T16:32:00.767427+00:00
427,15,33.9159,2025-11-30T16:32:00.860478+00:00
428,9,40.2004,2025-11-30T16:32:00.961586+00:00
429,10,57.3589,2025-11-30T16:32:01.074106+00:00
430,13,41.6112,2025-11-30T16:32:01.205203+00:00
431,12,59.9230,2025-11-30T16:32:01.328421+00:00
432,13,67.1358,2025-11-30T16:32:01.491822+00:00
433,17,42.8496,2025-11-30T16:32:01.622369+00:00
434,11,56.4611,2025-11-30T16:32:01.731911+00:00
435,12,39.9182,2025-11-30T16:32:01.830912+00:00
436,10,46.4514,2025-11-30T16:32:01.937683+00:00
437,10,37.5277,2025-11-30T16:32:02.040417+00:00
438,10,45.7113,2025-11-30T16:32:02.141795+00:00
439,11,85.3546,2025-11-30T16:32:02.286761+00:00
440,15,39.7698,2025-11-30T16:32:02.391058+00:00
441,10,124.1053,2025-11-30T16:32:02.632631+00:00
442,26,45.8375,2025-11-30T16:32:02.851879+00:00
443,19,48.9205,2025-11-30T16:32:02.954163+00:00
444,11,58.5195,2025-11-30T16:32:03.071293+00:00
445,13,56.7069,2025-11-30T16:32:03.225635+00:00
446,15,54.5885,2025-11-30T16:32:03.370257+00:00
447,14,80.7667,2025-11-30T16:32:03.531707+00:00
448,18,49.7367,2025-11-30T16:32:03.695766+00:00
449,16,80.6271,2025-11-30T16:32:03.864312+00:00
450,16,42.8654,2025-11-30T16:32:04.003714+00:00
451,13,46.1595,2025-11-30T16:32:04.110021+00:00
452,11,44.6610,2025-11-30T16:32:04.216940+00:00
453,10,38.0311,2025-11-30T16:32:04.310745+00:00
454,9,50.3827,2025-11-30T16:32:04.419388+00:00
455,11,60.6569,2025-11-30T16:32:04.546241+00:00
456,17,57.3224,2025-11-30T16:32:04.698505+00:00
457,11,39.0598,2025-11-30T16:32:04.794781+00:00
458,10,53.2435,2025-11-30T16:32:04.944475+00:00
459,16,77.4981,2025-11-30T16:32:05.098387+00:00
460,19,76.8144,2025-11-30T16:32:05.279397+00:00
461,16,58.4611,2025-11-30T16:32:05.425431+00:00
462,14,52.2759,2025-11-30T16:32:05.569383+00:00
463,13,67.1214,2025-11-30T16:32:05.720685+00:00
464,15,39.9536,2025-11-30T16:32:05.820707+00:00
465,9,35.5297,2025-11-30T16:32:05.911087+00:00
466,9,63.0025,2025-11-30T16:32:06.045294+00:00
467,14,43.8418,2025-11-30T16:32:06.151359+00:00
468,10,77.0459,2025-11-30T16:32:06.306203+00:00
469,18,42.6055,2025-11-30T16:32:06.434466+00:00
470,11,50.7298,2025-11-30T16:32:06.552421+00:00
471,12,45.6457,2025-11-30T16:32:06.650699+00:00
472,9,34.9169,2025-11-30T16:32:06.741784+00:00
473,9,45.4332,2025-11-30T16:32:06.848398+00:00
474,11,54.2817,2025-11-30T16:32:06.958474+00:00
475,12,52.4405,2025-11-30T16:32:07.072302+00:00
476,12,55.8568,2025-11-30T16:32:07.214865+00:00
477,14,56.2708,2025-11-30T16:32:07.356634+00:00
478,13,108.6787,2025-11-30T16:32:07.545736+00:00
479,22,64.2852,2025-11-30T16:32:07.715082+00:00
480,17,71.1022,2025-11-30T16:32:07.940678+00:00
